battle_time,battle_type,game_mode,player_tag,player_name,player_crowns,player_starting_trophies,opponent_tag,opponent_name,opponent_crowns,opponent_starting_trophies,result,player_deck,opponent_deck,player_deck_hash,opponent_deck_hash,player_king_tower_hp,opponent_king_tower_hp
20260612T110602.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2659.0,#QQUJ2Y2C,Prime RamboOo☠️,0,2654.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Executioner,Boss Bandit,Minion Horde,Guards,Freeze,Zap,Elite Barbarians,Hog Rider",7a36d3eb9da3436932dd45a515a5222c,a8b3c22b192fe2581e532daf291f9c98,7728,7728
20260612T110125.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2634.0,#2QJUV8PYL,Mano golfinho,0,2587.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Royal Giant,Monk,Barbarian Barrel,Fireball,Hunter,Electro Spirit,Fisherman,Skeletons",7a36d3eb9da3436932dd45a515a5222c,bb16a6de4390ba7198f3aa5808eb7a94,7728,7728
20260612T030437.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,0,2672.0,#R8RJ9Q90,西蒙丨basim✨,1,2571.0,LOSS,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Goblin Cage,Barbarian Barrel,Royal Recruits,Electro Spirit,Flying Machine,Royal Hogs,Arrows,Zappies",7a36d3eb9da3436932dd45a515a5222c,dd78be930eb22a5b1f9f56b176b6f3a9,7192,7192
20260612T025138.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,0,2672.0,#YLLR9CGGJ,kyrie,0,2615.0,DRAW,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Rocket","Wall Breakers,Archer Queen,Mega Knight,Miner,Prince,Bandit,Goblin Gang,Zap",bf3159790e175fd3e8c743c45dc1b122,e29adc4a8a797a176c515ee2cd754737,7678,7678
20260612T021656.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2648.0,#UJY9VC0QR,IvánGG,0,2586.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Royal Giant,Barbarian Barrel,Royal Ghost,Skeletons,Fireball,Hunter,Electro Spirit,Fisherman",7a36d3eb9da3436932dd45a515a5222c,75cc742332d9c9b6f562c44e8c8be85c,7728,7728
20260612T014648.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,3,2627.0,#UGUVUQJPJ,ジョーイ,0,2527.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Executioner,Skeleton King,Skeleton Army,Night Witch,Elixir Golem,Rage,Void,Goblin Curse",7a36d3eb9da3436932dd45a515a5222c,77356b06d6b5c32e699e7bdb6a357ad5,6717,0
20260612T013447.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2606.0,#PCGQLP8C8,Nova I Efebey✨,0,2511.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Royal Giant,Monk,Hunter,The Log,Rage,Electro Spirit,Guards,Fisherman",7a36d3eb9da3436932dd45a515a5222c,33b29b7ebdc622c0f8697ca9f0160fa0,7728,6168
20260611T153431.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2584.0,#CUC92Y00U,Discord.gg/ulti,0,2497.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Musketeer,Bowler,Giant Snowball,Night Witch,Graveyard,Giant,Guards,Arrows",7a36d3eb9da3436932dd45a515a5222c,d05fc81d8393e4336f7b12197e49bfe7,7728,7728
20260611T152817.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2565.0,#JUV2PUJR8,⭐️ ʟᴏᴛꜰɪ ⭐️,0,2442.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Lumberjack,Mini P.E.K.K.A,Zap,Golem,Phoenix,Night Witch,Bomber,Arrows",7a36d3eb9da3436932dd45a515a5222c,b8822d5eec81d8e16761e8a94839d183,7728,7728
20260611T151941.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2542.0,#JUC2UJC,✨Nando上帝,0,2460.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Wizard,Giant,Zap,Heal Spirit,Tornado,Sparky,Skeletons,Mini P.E.K.K.A",7a36d3eb9da3436932dd45a515a5222c,8393f9d235b2a76feb6520479fc490b6,7728,6960
20260611T151424.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2521.0,#CCC82YJUC,Müşir™,0,2421.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Musketeer,Balloon,Skeletons,Giant Snowball,Ice Golem,Miner,Bomb Tower,Barbarian Barrel",7a36d3eb9da3436932dd45a515a5222c,a2f1727f8ba69c5267833e7d83c22b92,7728,7728
20260611T150552.000Z,pathOfLegend,Ranked1v1_NewArena,#VJCJRJCG9,Ijihu❤️shiyuu,1,2500.0,#222LJ8Y8,⇀スキル丨Hadi,0,2403.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin","Zap,Giant,Mega Minion,Bomber,Prince,Rage,Dark Prince,Fireball",7a36d3eb9da3436932dd45a515a5222c,7b2221d973fda8896968edcf110dc724,5156,5156
20260614T124900.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2739.0,#R8RJ9Q90,西蒙丨basim✨,0,2693.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Goblin Cage,Barbarian Barrel,Royal Recruits,Electro Spirit,Flying Machine,Royal Hogs,Arrows,Zappies",7a36d3eb9da3436932dd45a515a5222c,dd78be930eb22a5b1f9f56b176b6f3a9,5725,5725
20260614T124344.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,0,2739.0,#PCG229PC,OYASSUU™,0,2625.0,DRAW,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Musketeer,Ice Golem,Cannon,Skeletons,Fireball,The Log,Ice Spirit,Hog Rider",7a36d3eb9da3436932dd45a515a5222c,3babc096f0fdd095df0838bf01e2e737,7678,7678
20260614T123550.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,0,2739.0,#8022RY8YU,MRN MOON✨KUN,0,2728.0,DRAW,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Cannon,Knight,Giant Snowball,Bomber,Fire Spirit,Skeletons,Goblin Drill,Rocket",7a36d3eb9da3436932dd45a515a5222c,e2a3e60e5bf6d7399469d40868aa3fed,7253,7678
20260614T112602.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2722.0,#LYYRJ82U0,STARR NOVA,0,2574.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel",7a36d3eb9da3436932dd45a515a5222c,47e9fde6909d4cc2e8a7186f17d9d14f,7728,7728
20260614T111653.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2702.0,#P8P0Q8CJ,Turan✨,0,2587.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fireball,Skeletons,Electro Spirit,Fisherman",7a36d3eb9da3436932dd45a515a5222c,75cc742332d9c9b6f562c44e8c8be85c,7728,7728
20260614T101607.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,0,2702.0,#UV2UJQLCL,Manish,0,2585.0,DRAW,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket",7a36d3eb9da3436932dd45a515a5222c,f69f043774bb4823e0c3643e10bf09d1,7678,7678
20260614T095800.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2742.0,#220VPRQJ90,Limakulus,2,2615.0,LOSS,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Zap,Giant,Wizard,Heal Spirit,Tornado,Sparky,Skeletons,Mini P.E.K.K.A",7a36d3eb9da3436932dd45a515a5222c,8393f9d235b2a76feb6520479fc490b6,3483,5029
20260614T091643.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,2,2719.0,#208YRUG9Y8,FoNiX.,1,2647.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Battle Ram,Mini P.E.K.K.A,Inferno Dragon,Mother Witch,Freeze,Mega Knight,Zap,Bomber",7a36d3eb9da3436932dd45a515a5222c,669011b46a13c46d739f04765a49d631,5739,4509
20260614T091132.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2687.0,#222LJ8Y8,⇀スキル丨Hadi,0,2712.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Zap,Giant,Mega Minion,Bomber,Prince,Rage,Dark Prince,Fireball",7a36d3eb9da3436932dd45a515a5222c,7b2221d973fda8896968edcf110dc724,7728,7728
20260614T085754.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2664.0,#28C2JC9V2,tw nandomini__,0,2589.0,WIN,"Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log","Wizard,Giant,Mini P.E.K.K.A,Heal Spirit,Tornado,Sparky,Skeletons,Zap",7a36d3eb9da3436932dd45a515a5222c,8393f9d235b2a76feb6520479fc490b6,7651,7728
20260614T074035.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,0,2692.0,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,1,2712.0,LOSS,"Goblin Barrel,Knight,Dart Goblin,The Log,Cannon,Skeletons,Ice Spirit,Electro Spirit","Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball",18de6e1c4363f1fb4060b39aea2b5907,75cc742332d9c9b6f562c44e8c8be85c,7728,7569
20260614T073345.000Z,pathOfLegend,Ranked1v1_NewArena,#20PRCUJ0LR,Ijihu,1,2659.0,#R8RJ9Q90,西蒙丨basim✨,0,2694.0,WIN,"Goblin Barrel,Knight,Dart Goblin,The Log,Cannon,Skeletons,Ice Spirit,Electro Spirit","Goblin Cage,Barbarian Barrel,Royal Recruits,Electro Spirit,Flying Machine,Royal Hogs,Arrows,Zappies",18de6e1c4363f1fb4060b39aea2b5907,dd78be930eb22a5b1f9f56b176b6f3a9,7728,7728
20260614T090401.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,1,2740.0,#R8RJ9Q90,西蒙丨basim✨,0,2672.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Goblin Cage,Barbarian Barrel,Royal Recruits,Electro Spirit,Flying Machine,Royal Hogs,Arrows,Zappies",75cc742332d9c9b6f562c44e8c8be85c,dd78be930eb22a5b1f9f56b176b6f3a9,7615,7615
20260614T074035.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,1,2712.0,#20PRCUJ0LR,Ijihu,0,2692.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Goblin Barrel,Knight,Dart Goblin,The Log,Cannon,Skeletons,Ice Spirit,Electro Spirit",75cc742332d9c9b6f562c44e8c8be85c,18de6e1c4363f1fb4060b39aea2b5907,7569,7728
20260614T072545.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,2,2685.0,#UYLRYLYV0,JL ♥️ #RUDY,1,2655.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Musketeer,Bowler,Giant Snowball,Arrows,Night Witch,Guards,Giant,Graveyard",75cc742332d9c9b6f562c44e8c8be85c,d05fc81d8393e4336f7b12197e49bfe7,5200,3150
20260614T071951.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,1,2667.0,#L8999VJC,Hypno ❤️ Ethan,0,2524.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Goblin Barrel,Goblins,Wall Breakers,Valkyrie,Cannon,Dart Goblin,Rocket,Ice Spirit",75cc742332d9c9b6f562c44e8c8be85c,325ce355bc9a24dc128f87149f59c64b,7303,7728
20260614T071149.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,1,2640.0,#ULJLULP9,Checkmate,0,2614.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Cannon,Musketeer,Skeletons,Ice Golem,Ice Spirit,Fireball,The Log,Hog Rider",75cc742332d9c9b6f562c44e8c8be85c,3babc096f0fdd095df0838bf01e2e737,6207,7728
20260614T070805.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,0,2674.0,#208YRUG9Y8,FoNiX.,1,2618.0,LOSS,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Battle Ram,Mini P.E.K.K.A,Inferno Dragon,Mother Witch,Freeze,Mega Knight,Zap,Bomber",75cc742332d9c9b6f562c44e8c8be85c,669011b46a13c46d739f04765a49d631,1769,7728
20260614T070414.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,2,2653.0,#U2RLY0CLG,؏ـراقي ┋✨♥,1,2557.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Barbarians,Monk,Electro Dragon,Arrows,Rage,Battle Healer,Night Witch,Elixir Golem",75cc742332d9c9b6f562c44e8c8be85c,74312735723769355ae0dbc7676b2868,1708,5207
20260613T180510.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,2,2622.0,#YLLR9CGGJ,kyrie,1,2636.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Wall Breakers,Archer Queen,Mega Knight,Miner,Prince,Bandit,Skeleton Dragons,Zap",75cc742332d9c9b6f562c44e8c8be85c,8c22d84a0afd1f16cad5c7ffb84bb5bd,5376,4789
20260613T175701.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,3,2596.0,#220VPRQJ90,Limakulus,0,2557.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Zap,Giant,Wizard,Heal Spirit,Tornado,Sparky,Skeletons,Mini P.E.K.K.A",75cc742332d9c9b6f562c44e8c8be85c,8393f9d235b2a76feb6520479fc490b6,7728,0
20260613T175341.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,0,2617.0,#VJCJRJCG9,Ijihu❤️shiyuu,1,2724.0,LOSS,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin",75cc742332d9c9b6f562c44e8c8be85c,7a36d3eb9da3436932dd45a515a5222c,7728,7453
20260613T173439.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,2,2585.0,#CUC92Y00U,Discord.gg/ulti,1,2613.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Musketeer,Bowler,Giant Snowball,Night Witch,Graveyard,Giant,Guards,Arrows",75cc742332d9c9b6f562c44e8c8be85c,d05fc81d8393e4336f7b12197e49bfe7,2962,3120
20260613T172443.000Z,pathOfLegend,Ranked1v1_NewArena,#CRCRCVY0V,奶茶神のRW❄️坤✨瓜呱,1,2560.0,#GR9L9V2LU,CAPGUN,0,2508.0,WIN,"Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fisherman,Electro Spirit,Skeletons,Fireball","Minion Horde,Goblins,Mortar,Miner,Arrows,Rascals,Cannon Cart,Skeleton Dragons",75cc742332d9c9b6f562c44e8c8be85c,728a63f597b9375d4c40b49542756a15,7728,7728
